office,town,candidate,party,votes,vote_percent
First Selectman,Ashford,Cathryn E. Silver-Smith,D,669,50.53%
First Selectman,Ashford,William A. Falletti,R,655,49.47%
Selectman,Ashford,Roger T. Phillips,D,741,56.31%
Selectman,Ashford,Paul A. Varga,R,575,43.69%
Board of Finance Full Term,Ashford,Christina Davis,D,694,27.09%
Board of Finance Full Term,Ashford,Pamela Summers,D,651,25.41%
Board of Finance Full Term,Ashford,Keith A. Lipker,R,625,24.40%
Board of Finance Full Term,Ashford,Robert M. Chernuk,R,592,23.11%
Board of Finance To Fill Vacancy for Two Years,Ashford,*,D,0,0.00%
Board of Finance Alternate,Ashford,Timothy Rhodes,D,823,100.00%
Board of Education Full Term,Ashford,Jennifer K. Leszczynski,D,684,26.84%
Board of Education Full Term,Ashford,"Alfred William Maccarone, Jr.",D,607,23.82%
Board of Education Full Term,Ashford,Meghan E. Smith,R,635,24.92%
Board of Education Full Term,Ashford,Amanda L. Cantrell,R,622,24.41%
Board of Education To Fill Vacancy for Two Years,Ashford,Chonté Fields,D,677,52.36%
Board of Education To Fill Vacancy for Two Years,Ashford,Neil P. Gordon,R,616,47.64%
Board of Assessment Appeals,Ashford,Elizabeth K. Little,D,709,55.09%
Board of Assessment Appeals,Ashford,Thomas C. Martin,R,578,44.91%
Planning and Zoning Commission,Ashford,Luther Brauch,D,676,23.61%
Planning and Zoning Commission,Ashford,Thomas Hastings,D,778,27.17%
Planning and Zoning Commission,Ashford,Janet Bellamy,D,788,27.52%
Planning and Zoning Commission,Ashford,Gerald W. Lojzim,R,621,21.69%
Planning and Zoning Commission Alternates,Ashford,Douglas C. Jenne,D,787,50.71%
Planning and Zoning Commission Alternates,Ashford,Steven Petsch,D,765,49.29%
Zoning Board of Appeals Full Term,Ashford,Susan Eastwood,D,738,52.38%
Zoning Board of Appeals Full Term,Ashford,Michael J. Peppin,R,671,47.62%
Zoning Board of Appeals to Fill Vacancy for Two Years,Ashford,John Lippert,D,827,100.00%
Zoning Board of Appeals Alternate to Fill Vacancy for Two Years,Ashford,Catherine W. Sampson,D,808,100.00%
Library Trustee Full Term,Ashford,Barbara Becker,D,734,52.32%
Library Trustee Full Term,Ashford,Jean C. Lipker,R,669,47.68%
Library Trustee To Fill Vacancy for Four Years,Ashford,Jean N. McCarthy,D,852,100.00%
Regional Board of Education,Ashford,Anthony J. Paticchio,D,806,49.72%
Regional Board of Education,Ashford,Janice A. Chamberlain,D,815,50.28%
Town Council,Avon,Dan Polhamus,D,3341,13.80%
Town Council,Avon,Barbara Ausiello,D,3276,13.53%
Town Council,Avon,Anthony Weber,D,3294,13.60%
Town Council,Avon,Erin Barthel,D,3288,13.58%
Town Council,Avon,Margaret Bratton,R,2785,11.50%
Town Council,Avon,Jeff Bernetich,R,2756,11.38%
Town Council,Avon,James Rocco,R,2718,11.22%
Town Council,Avon,Drew Bloom,R,2759,11.39%
Board of Finance Full Term,Avon,Micah Rousey,D,3197,21.39%
Board of Finance Full Term,Avon,Catherine Salchert,D,3281,21.95%
Board of Finance Full Term,Avon,Randall Bowers,R,2723,18.22%
Board of Finance Full Term,Avon,Kathleen Johnson,R,2871,19.21%
Board of Finance Full Term,Avon,Brian Loveless,R,2873,19.22%
Board of Education Full Term,Avon,Christopher Campbell,D,3284,15.07%
Board of Education Full Term,Avon,Debra Chute,D,3374,15.48%
Board of Education Full Term,Avon,Suzanne Szekeres,D,3273,15.02%
Board of Education Full Term,Avon,Sarah Thompson,D,3420,15.69%
Board of Education Full Term,Avon,Nicole Russo,R,3037,13.94%
Board of Education Full Term,Avon,Brian Farrell,R,2765,12.69%
Board of Education Full Term,Avon,Lili Daoud,R,2639,12.11%
Board of Education To Fill Vacancy for Two Years,Avon,Ramesh Kandipilli,R,3039,100.00%
Board of Assessment Appeals,Avon,Chelsea Ross,D,3265,22.19%
Board of Assessment Appeals,Avon,Mike Guerrera,D,3208,21.81%
Board of Assessment Appeals,Avon,Jeffrey Maguire,R,2917,19.83%
Board of Assessment Appeals,Avon,Kenneth David Schultz,R,2662,18.09%
Board of Assessment Appeals,Avon,Michael Woiten,R,2660,18.08%
Zoning Board of Appeals Full Term,Avon,Aden Baume,D,3185,21.61%
Zoning Board of Appeals Full Term,Avon,James McNeely,D,3241,21.99%
Zoning Board of Appeals Full Term,Avon,David Cappello,R,2797,18.98%
Zoning Board of Appeals Full Term,Avon,Eileen Reilly,R,2820,19.13%
Zoning Board of Appeals Full Term,Avon,Ruthanne Babich,R,2696,18.29%
Zoning Board of Appeals To Fill Vacancy for Two Years,Avon,Michele O'Connor,D,3576,100.00%
First Selectman,Barkhamsted,Nick Lukiwsky,R,564,100.00%
Selectman,Barkhamsted,Raymond P Pech,D,361,44.79%
Selectman,Barkhamsted,Mark Mahoney,R,445,55.21%
Town Treasurer,Barkhamsted,Bernadette Warren,R,567,100.00%
Tax Collector,Barkhamsted,Teresa Collins,D,564,100.00%
Board of Finance Full Term,Barkhamsted,Matthew Kelly,D,539,50.52%
Board of Finance Full Term,Barkhamsted,Frank Miceli,D,528,49.48%
Board of Finance To Fill Vacancy for Four Years,Barkhamsted,Scott Thomas,R,554,100.00%
Board of Finance Alternate to Fill Vacancy for Four Years,Barkhamsted,Mark Hemenway,R,555,100.00%
Board of Finance Alternate To Fill Vacancy For Two Years,Barkhamsted,Chris Buck,D,505,100.00%
Board of Education,Barkhamsted,Suzie Larson,R,530,33.17%
Board of Education,Barkhamsted,Marykate Terzini,R,537,33.60%
Board of Education,Barkhamsted,Robert Brainard III,R,531,33.23%
Board of Education To Fill Vacancy for Two Years,Barkhamsted,Sean Hays,D,370,46.89%
Board of Education To Fill Vacancy for Two Years,Barkhamsted,Stacie Heath,R,419,53.11%
Board of Assessment Appeals,Barkhamsted,Bruce Weller,D,390,49.06%
Board of Assessment Appeals,Barkhamsted,Michael Stewart,R,405,50.94%
Planning & Zoning Commission Five Year Term Begins 2024,Barkhamsted,Frank Kaczynski,D,488,100.00%
Planning & Zoning Commission Five Year Term Begins 2025,Barkhamsted,Tim Sullivan,D,361,47.19%
Planning & Zoning Commission Five Year Term Begins 2025,Barkhamsted,Thomas Andersen,R,404,52.81%
Planning & Zoning Commission Alternate Five Year Term Begins 2024,Barkhamsted,Linda Ciborowski,D,343,44.84%
Planning & Zoning Commission Alternate Five Year Term Begins 2024,Barkhamsted,Paul Duran,R,422,55.16%
Planning & Zoning Commission Alternate Five Year Term Begins 2025,Barkhamsted,Robert Pulford,R,520,100.00%
Zoning Board of Appeals Five Year Term Begins 2024,Barkhamsted,Christopher Tooker,R,515,100.00%
Zoning Board of Appeals Five Year Term Begins 2025,Barkhamsted,Dan Pinton,D,500,100.00%
Zoning Board of Appeals Alternate Five Year Term Begins 2024,Barkhamsted,Katie Cox,D,483,100.00%
Zoning Board of Appeals Alternate Five Year Term Begins 2025,Barkhamsted,Philip Walker,D,477,100.00%
Regional Board of Education,Barkhamsted,Molly Sexton Read,D,496,100.00%
First Selectman,Beacon Falls,Gerard Smith,R,1225,84.02%
First Selectman,Beacon Falls,David H. Rybinski,PC,233,15.98%
Selectman,Beacon Falls,Peter Betkoski,D,684,40.86%
Selectman,Beacon Falls,Michael A. Krenesky,R,990,59.14%
Selectman,Beacon Falls,Maureen Carroll,PC,0,0.00%
Town Treasurer,Beacon Falls,Kathleen Lembo,D,747,45.03%
Town Treasurer,Beacon Falls,Dalton Fennell,R,912,54.97%
Board of Finance,Beacon Falls,Bill Giglio,D,555,33.82%
Board of Finance,Beacon Falls,Ben Catanzaro,R,1086,66.18%
Board of Assessment Appeals,Beacon Falls,Sheryl Feducia,D,976,100.00%
Zoning Board of Appeals,Beacon Falls,Mary Ellen Fernandes,D,734,40.55%
Zoning Board of Appeals,Beacon Falls,Harry Roscoe,R,1076,59.45%
Library Trustees,Beacon Falls,Lauren A. Fennell,R,1270,50.34%
Library Trustees,Beacon Falls,Mary M. MacEachern,R,1253,49.66%
Regional Board of Education,Beacon Falls,Dale Bodyk,D,536,16.50%
Regional Board of Education,Beacon Falls,Priscilla Y. Cretella,D,711,21.89%
Regional Board of Education,Beacon Falls,Lisa Mariano,R,1087,33.47%
Regional Board of Education,Beacon Falls,Doug Bousquet,R,914,28.14%
Mayor,Berlin,JoAnn Angelico-Stetson,D,1690,35.72%
Mayor,Berlin,Mark H. Kaczynski,R,3041,64.28%
Town Council,Berlin,Mark M. Pruzin,D,1889,13.09%
Town Council,Berlin,Peter A. Rosso,D,2068,14.33%
Town Council,Berlin,Kate Gillespie Atkinson,D,2017,13.98%
Town Council,Berlin,Sandra Coppola,R,2712,18.80%
Town Council,Berlin,Charles Paonessa,R,2752,19.08%
Town Council,Berlin,Donna Veach,R,2989,20.72%
Board of Finance,Berlin,Raul M. Fernandes,D,1817,25.84%
Board of Finance,Berlin,Denise McNair,D,2403,34.18%
Board of Finance,Berlin,Timothy Grady,R,2811,39.98%
Board of Assessment Appeals,Berlin,Stuart Topliff,D,2018,40.13%
Board of Assessment Appeals,Berlin,Paul C. Argazzi,R,3011,59.87%
Police Commission,Berlin,Ryan Zelek,D,2249,29.82%
Police Commission,Berlin,Steven Wilson,R,2652,35.16%
Police Commission,Berlin,David P. Rogan,R,2641,35.02%
Board of Education Non Partisan,Berlin,Jessica L. Patraw,NonP,1885,17.81%
Board of Education Non Partisan,Berlin,Brian Delude,NonP,2075,19.61%
Board of Education Non Partisan,Berlin,Kari Sassu,NonP,2061,19.48%
Board of Education Non Partisan,Berlin,Gina R. Nappi,NonP,2413,22.80%
Board of Education Non Partisan,Berlin,Jennifer Jurgen,NonP,2148,20.30%
First Selectman,Bethany,Calen Lang,D,1026,45.44%
First Selectman,Bethany,Paula Cofrancesco,R,1232,54.56%
Board of Selectmen,Bethany,Gina Teixeira,D,1061,47.03%
Board of Selectmen,Bethany,Robert Brinton Jr.,R,1195,52.97%
Town Clerk,Bethany,William L. Brinton,R,1587,100.00%
Town Treasurer,Bethany,Nancy Spagnolo,D,1098,48.89%
Town Treasurer,Bethany,Lisa Gaw,R,1148,51.11%
Tax Collector,Bethany,Linda Bates,R,1504,100.00%
Board of Finance,Bethany,Keith Roselle,D,1054,29.84%
Board of Finance,Bethany,Catherine Volk Erickson,D,1252,35.45%
Board of Finance,Bethany,Martha Lee Asarisi,R,1226,34.71%
Board of Education 4 Year Term,Bethany,Shannon Lane,D,1066,47.63%
Board of Education 4 Year Term,Bethany,Joe Cafasso Jr.,R,1172,52.37%
Board of Education 2 Year Term,Bethany,Thomas Nolan,D,1089,48.81%
Board of Education 2 Year Term,Bethany,Caroline Leary,R,1142,51.19%
Board of Education To Fill Vacancy for Four Years,Bethany,Naomi Rosenstein,D,1069,47.96%
Board of Education To Fill Vacancy for Four Years,Bethany,Susan Bradford,R,1160,52.04%
Board of Assessment Appeals,Bethany,Janet Brunwin,D,1373,100.00%
Planning and Zoning Commission,Bethany,James Stirling,D,1046,23.74%
Planning and Zoning Commission,Bethany,Amy Rushlow,D,1022,23.20%
Planning and Zoning Commission,Bethany,Nancy Held-Sheehe,R,1147,26.03%
Planning and Zoning Commission,Bethany,Rob White,R,1191,27.03%
Planning and Zoning Commission Alternate,Bethany,Elizabeth Thornquist,D,1100,31.51%
Planning and Zoning Commission Alternate,Bethany,Bradford Buchta,D,1181,33.83%
Planning and Zoning Commission Alternate,Bethany,Adam Carbone,R,1210,34.66%
Zoning Board of Appeals,Bethany,Mark Stricker,D,1020,46.05%
Zoning Board of Appeals,Bethany,Robert Huxley,R,1195,53.95%
Zoning Board of Appeals Alternate,Bethany,Ruth Beardsley,D,1122,31.42%
Zoning Board of Appeals Alternate,Bethany,Kevin Dingle,R,1193,33.41%
Zoning Board of Appeals Alternate,Bethany,Dan Stutsky,R,1256,35.17%
Zoning Board of Appeals Alternate To Fill Vacancy for Two Years,Bethany,Meghan Gallagher,D,1347,100.00%
Regional Board of Education,Bethany,Jennifer Turner,D,1064,47.86%
Regional Board of Education,Bethany,Donna Schlank,R,1159,52.14%
First Selectman,Bethel,Dan Carter,R,2654,81.86%
First Selectman,Bethel,Dan Carter,IND,588,18.14%
Selectman,Bethel,Richard C. Straiton,D,2072,47.13%
Selectman,Bethel,Bryan Terzian,R,2116,48.13%
Selectman,Bethel,Bryan Terzian,IND,208,4.73%
Town Treasurer,Bethel,Patricia Cosentino,D,2093,47.64%
Town Treasurer,Bethel,Paul R. Szatkowski,R,2120,48.26%
Town Treasurer,Bethel,Paul R. Szatkowski,IND,180,4.10%
Board of Finance,Bethel,Greg Henry,D,2093,16.18%
Board of Finance,Bethel,Nick Hoffman,D,2031,15.70%
Board of Finance,Bethel,Karen Foster,D,2069,16.00%
Board of Finance,Bethel,Nicholas J. Ellis,R,2039,15.76%
Board of Finance,Bethel,William I. Duff,R,2098,16.22%
Board of Finance,Bethel,Cynthia Jean McCorkindale,R,1994,15.42%
Board of Finance,Bethel,Nicholas J. Ellis,IND,196,1.52%
Board of Finance,Bethel,William I. Duff,IND,210,1.62%
Board of Finance,Bethel,Cynthia Jean McCorkindale,IND,204,1.58%
Board of Education,Bethel,Gabriela Hernandez,D,1983,10.63%
Board of Education,Bethel,Cathy Schaefer,D,2017,10.81%
Board of Education,Bethel,Diana Naddeo,D,2008,10.76%
Board of Education,Bethel,*,D,0,0.00%
Board of Education,Bethel,**,D,0,0.00%
Board of Education,Bethel,Scott Anthony Clayton,R,2190,11.74%
Board of Education,Bethel,Jenn Lewis,R,2195,11.76%
Board of Education,Bethel,Daniel Nostin,R,2017,10.81%
Board of Education,Bethel,Courtney Martin,R,2287,12.26%
Board of Education,Bethel,William Foster,R,2222,11.91%
Board of Education,Bethel,Scott Anthony Clayton,IND,247,1.32%
Board of Education,Bethel,Jenn Lewis,IND,280,1.50%
Board of Education,Bethel,Daniel Nostin,IND,213,1.14%
Board of Education,Bethel,Michael Duff,IND,589,3.16%
Board of Education,Bethel,William Foster,IND,412,2.21%
Board of Assessment Appeals,Bethel,Barbara Lyon,D,1959,23.01%
Board of Assessment Appeals,Bethel,Marissa Allen-Amundsen,D,1914,22.48%
Board of Assessment Appeals,Bethel,Kate Jordan,R,2118,24.88%
Board of Assessment Appeals,Bethel,Bruce A. Cornwell,R,2114,24.83%
Board of Assessment Appeals,Bethel,Kate Jordan,IND,204,2.40%
Board of Assessment Appeals,Bethel,Bruce A. Cornwell,IND,205,2.41%
Planning & Zoning Commission,Bethel,Rob Wallace,D,2028,13.13%
Planning & Zoning Commission,Bethel,Penny Kessler,D,2051,13.28%
Planning & Zoning Commission,Bethel,Allison Lynch St. Germain,D,2043,13.23%
Planning & Zoning Commission,Bethel,Spruille Braden,R,1970,12.75%
Planning & Zoning Commission,Bethel,Kenny Parsons,R,2006,12.99%
Planning & Zoning Commission,Bethel,Robert J. Legnard,R,2120,13.72%
Planning & Zoning Commission,Bethel,Michael Kozlowski,R,2225,14.40%
Planning & Zoning Commission,Bethel,Spruille Braden,IND,180,1.17%
Planning & Zoning Commission,Bethel,Kenny Parsons,IND,188,1.22%
Planning & Zoning Commission,Bethel,Robert J. Legnard,IND,247,1.60%
Planning & Zoning Commission,Bethel,Michael Kozlowski,IND,390,2.52%
Planning & Zoning Commission Alternate,Bethel,Erik Brudvig,D,2019,28.49%
Planning & Zoning Commission Alternate,Bethel,Patricia Rist,R,2155,30.41%
Planning & Zoning Commission Alternate,Bethel,Diane S. Ryan,R,2244,31.67%
Planning & Zoning Commission Alternate,Bethel,Patricia Rist,IND,247,3.49%
Planning & Zoning Commission Alternate,Bethel,Diane S. Ryan,IND,421,5.94%
Zoning Board of Appeals,Bethel,Tom Borysiewicz,D,2085,29.79%
Zoning Board of Appeals,Bethel,Rick Courchene,R,2075,29.65%
Zoning Board of Appeals,Bethel,William Slifkin,R,2236,31.95%
Zoning Board of Appeals,Bethel,Rick Courchene,IND,224,3.20%
Zoning Board of Appeals,Bethel,William Slifkin,IND,379,5.42%
Zoning Board of Appeals Alternate,Bethel,Myra R. Drucker,D,2004,28.64%
Zoning Board of Appeals Alternate,Bethel,Gary A. Boughton,R,2082,29.75%
Zoning Board of Appeals Alternate,Bethel,Sue Dolan,R,2298,32.84%
Zoning Board of Appeals Alternate,Bethel,Gary A. Boughton,IND,218,3.12%
Zoning Board of Appeals Alternate,Bethel,Sue Dolan,IND,396,5.66%
Inlands Wetlands Commission,Bethel,Patrick M. Perrefort,D,2014,24.02%
Inlands Wetlands Commission,Bethel,Danielle Monroe,D,2018,24.07%
Inlands Wetlands Commission,Bethel,Don Taylor,R,2008,23.95%
Inlands Wetlands Commission,Bethel,Paul Improta,R,1953,23.30%
Inlands Wetlands Commission,Bethel,Don Taylor,IND,194,2.31%
Inlands Wetlands Commission,Bethel,Paul Improta,IND,196,2.34%
Inland Wetlands Commission Alternate,Bethel,Francis J. Oldham,R,2359,82.20%
Inland Wetlands Commission Alternate,Bethel,Francis J. Oldham,IND,511,17.80%
Police Commission,Bethel,Peter Valenti,D,2067,24.53%
Police Commission,Bethel,Amy Mannion,D,2093,24.83%
Police Commission,Bethel,"Andy J. Matturro, Sr.",R,2037,24.17%
Police Commission,Bethel,Anthony Rubino,R,2231,26.47%
First Selectman,Bethlehem,Michael W. O'Neill,D,327,34.57%
First Selectman,Bethlehem,Stephen F. Sordi,R,619,65.43%
Selectman,Bethlehem,Raymond T. Butkus,D,398,42.57%
Selectman,Bethlehem,George J. Rehkamp,R,537,57.43%
Town Treasurer,Bethlehem,Theresa Radauskas,D,365,39.98%
Town Treasurer,Bethlehem,Theresa Radauskas,R,548,60.02%
Tax Collector,Bethlehem,Jennifer A. Woodward,D,367,39.72%
Tax Collector,Bethlehem,Jennifer A. Woodward,R,557,60.28%
Board of Finance Full Term,Bethlehem,Jon O'Neill,D,490,31.31%
Board of Finance Full Term,Bethlehem,Aimee Turner,R,546,34.89%
Board of Finance Full Term,Bethlehem,Todd Reisel,R,529,33.80%
Board of Finance To Fill Vacancy for Two Years,Bethlehem,Jeffrey C Nicholas,D,597,100.00%
Board of Assessment Appeals,Bethlehem,Barbara A. Moran,D,491,46.50%
Board of Assessment Appeals,Bethlehem,Lauren Fraser,R,565,53.50%
Planning Commission Full Five Year Term Begins 2023,Bethlehem,Todd Reisel,R,684,100.00%
Planning Commission Full Five Year Term Begins 2024,Bethlehem,*,D,0,0.00%
Planning Commission Full Five Year Term Begins 2024,Bethlehem,*,R,0,0.00%
Planning Commission Alternate Full Three Year Term Begins 2023,Bethlehem,Ruth Hogan,D,537,100.00%
Planning Commission Alternate Full Three Year Term Begins 2024,Bethlehem,Christine Reisel,R,679,100.00%
Planning Commission Alternate To Fill Vacancy for One Year,Bethlehem,Christine Reisel,R,600,100.00%
Inland Wetlands Commission Full Three Year Term Begins 2023,Bethlehem,Robert A. Smith,D,353,23.69%
Inland Wetlands Commission Full Three Year Term Begins 2023,Bethlehem,Robert Ueberbacher,R,594,39.87%
Inland Wetlands Commission Full Three Year Term Begins 2023,Bethlehem,Robert A. Smith,R,543,36.44%
Inland Wetlands Commission Full Three Year Term Begins 2024,Bethlehem,Christopher T. Gallo,D,542,50.28%
Inland Wetlands Commission Full Three Year Term Begins 2024,Bethlehem,Marjorie B. O'Neill,D,536,49.72%
Inland Wetlands Commission Alternate Full Three Year Term Begins 2023,Bethlehem,Alfred Pirozzoli,R,619,100.00%
Inland Wetlands Commission Alternate Full Three Year Term Begins 2024,Bethlehem,Eileen LeClerc,D,586,100.00%
Inland Wetlands Commission Alternate To Fill Vacancy for Two Years,Bethlehem,Christine Reisel,R,611,100.00%
Library Trustee Full Six Year Term Begins 2023,Bethlehem,Pamela Zmek,D,377,24.59%
Library Trustee Full Six Year Term Begins 2023,Bethlehem,Shanna Butkus,R,585,38.16%
Library Trustee Full Six Year Term Begins 2023,Bethlehem,Peggy B. Rehkamp,R,571,37.25%
Library Trustee To Fill Vacancy for Four Years,Bethlehem,Marie Butler,D,375,42.71%
Library Trustee To Fill Vacancy for Four Years,Bethlehem,Pamela Zmek,R,503,57.29%
Memorial Hall Commission Full Four Year Term Begins 2023,Bethlehem,Bruce Hoffman,D,358,39.25%
Memorial Hall Commission Full Four Year Term Begins 2023,Bethlehem,Dot Detlefsen,R,554,60.75%
Memorial Hall Commission To Fill Vacancy for Two Years,Bethlehem,George E. Murdock,D,369,41.79%
Memorial Hall Commission To Fill Vacancy for Two Years,Bethlehem,George E. Murdock,R,514,58.21%
Town Council Two Year Term,Bloomfield,Cindi Lloyd,D,2674,13.43%
Town Council Two Year Term,Bloomfield,Danielle C. Wong,D,2857,14.35%
Town Council Two Year Term,Bloomfield,Kenneth L. McClary,D,2704,13.58%
Town Council Two Year Term,Bloomfield,Tony Harrington,D,2851,14.32%
Town Council Two Year Term,Bloomfield,Todd E. Cooper,D,2667,13.40%
Town Council Two Year Term,Bloomfield,Michael Oliver,D,2579,12.95%
Town Council Two Year Term,Bloomfield,Seth M. Pitts,R,465,2.34%
Town Council Two Year Term,Bloomfield,Shamar Mahon,R,1177,5.91%
Town Council Two Year Term,Bloomfield,Elizabeth Waterhouse,R,631,3.17%
Town Council Two Year Term,Bloomfield,Lisa Simone,R,556,2.79%
Town Council Two Year Term,Bloomfield,Joseph Merritt,R,748,3.76%
Board of Education Four Year Term,Bloomfield,Femi Bogle-Assegai,D,2566,40.98%
Board of Education Four Year Term,Bloomfield,Lynette M. Easmon,D,2898,46.29%
Board of Education Four Year Term,Bloomfield,Lisa Simone,R,797,12.73%
Board of Education Two Year Term,Bloomfield,Tiffany Mack-Mohammed,D,2751,81.22%
Board of Education Two Year Term,Bloomfield,Quentin Johnson,R,636,18.78%
Town Plan & Zoning Commission Four Year Term,Bloomfield,Leon D. Peters,D,2637,28.97%
Town Plan & Zoning Commission Four Year Term,Bloomfield,Byron R. Lester,D,2819,30.96%
Town Plan & Zoning Commission Four Year Term,Bloomfield,Jennifer A. Marshall-Nealy,D,2864,31.46%
Town Plan & Zoning Commission Four Year Term,Bloomfield,Dwight H. Bolton,R,784,8.61%
Town Plan & Zoning Commission Alternate Four Year Term,Bloomfield,Ola Aina,D,2875,100.00%
Zoning Board of Appeals Two Year Term,Bloomfield,Mark Mitchell,D,2752,29.27%
Zoning Board of Appeals Two Year Term,Bloomfield,Shirley P. Williams,D,2760,29.35%
Zoning Board of Appeals Two Year Term,Bloomfield,Jacqueline Isaacson,D,2668,28.37%
Zoning Board of Appeals Two Year Term,Bloomfield,Seth M. Pitts,R,581,6.18%
Zoning Board of Appeals Two Year Term,Bloomfield,Alan Budkofsky,R,642,6.83%
Zoning Board of Appeals Alternate Two Year Term,Bloomfield,Pansy Archer,D,2678,43.67%
Zoning Board of Appeals Alternate Two Year Term,Bloomfield,Harvey Leon Frydman,D,2735,44.59%
Zoning Board of Appeals Alternate Two Year Term,Bloomfield,Thomas S. Moore,R,720,11.74%
Library Trustees Four Year Term,Bloomfield,Claudia Gwardyak,D,2719,43.27%
Library Trustees Four Year Term,Bloomfield,Erin S. Corbett,D,2782,44.27%
Library Trustees Four Year Term,Bloomfield,Beverlee S. Merritt,R,783,12.46%
First Selectman,Bolton,Amanda D. Gordon,D,792,47.91%
First Selectman,Bolton,Rodney Fournier,R,861,52.09%
Selectmen Full Four Year Term,Bolton,Gwen E. Marrion,D,841,20.85%
Selectmen Full Four Year Term,Bolton,Adam J. Teller,D,736,18.24%
Selectmen Full Four Year Term,Bolton,Robert E. DePietro Jr.,D,728,18.05%
Selectmen Full Four Year Term,Bolton,Mather Clarke,R,868,21.52%
Selectmen Full Four Year Term,Bolton,Timothy Sadler,R,861,21.34%
Selectmen Full Two Year Term,Bolton,Robert E. DePietro Jr.,D,659,16.41%
Selectmen Full Two Year Term,Bolton,Lloyd Pedersen,D,684,17.03%
Selectmen Full Two Year Term,Bolton,Kristen Gourley,D,739,18.40%
Selectmen Full Two Year Term,Bolton,Robert Morra,R,935,23.28%
Selectmen Full Two Year Term,Bolton,Pamela Z. Sawyer,R,999,24.88%
Finance Committee Full Four Year Term,Bolton,Ross Lally,R,1063,49.60%
Finance Committee Full Four Year Term,Bolton,Christopher M. Connelly,R,1080,50.40%
Finance Committee Full Two Year Term,Bolton,Robert A. Munroe,R,1117,100.00%
Board of Education Full Term,Bolton,Anne Decker,D,766,13.38%
Board of Education Full Term,Bolton,Marilee Manning,D,704,12.29%
Board of Education Full Term,Bolton,"Shandra L, Brown",D,696,12.16%
Board of Education Full Term,Bolton,Andrew R. Broneill,R,866,15.12%
Board of Education Full Term,Bolton,Ashley Phelan,R,901,15.74%
Board of Education Full Term,Bolton,Susan Pike,R,884,15.44%
Board of Education Full Term,Bolton,Benjamin J Davies,R,909,15.87%
Board of Assessment Appeals,Bolton,Mary F. Terhune,D,715,44.83%
Board of Assessment Appeals,Bolton,Matthew Wraight,R,880,55.17%
Planning and Zoning Commission Full Term,Bolton,Kawan Gordon,D,680,12.24%
Planning and Zoning Commission Full Term,Bolton,Marilee Manning,D,703,12.65%
Planning and Zoning Commission Full Term,Bolton,Jeffrey Scala,D,674,12.13%
Planning and Zoning Commission Full Term,Bolton,Arlene F. Fiano,D,870,15.66%
Planning and Zoning Commission Full Term,Bolton,Thomas A. Manning,R,874,15.73%
Planning and Zoning Commission Full Term,Bolton,Diane DeNunzio,R,820,14.76%
Planning and Zoning Commission Full Term,Bolton,James V. Cropley,R,935,16.83%
Planning and Zoning Commission (To Fill Vacancy for Two Years),Bolton,Athina Loveland,D,704,43.86%
Planning and Zoning Commission (To Fill Vacancy for Two Years),Bolton,Rodney Fournier,R,901,56.14%
Planning and Zoning Commission Alternates,Bolton,*,D,0,0.00%
Planning and Zoning Commission Alternates (To Fill Vacancy for Two Years),Bolton,Athina Loveland,D,658,43.06%
Planning and Zoning Commission Alternates (To Fill Vacancy for Two Years),Bolton,Steven Clark,R,870,56.94%
Zoning Board of Appeals,Bolton,Eric Loveland,D,700,17.89%
Zoning Board of Appeals,Bolton,Anne Decker,D,789,20.17%
Zoning Board of Appeals,Bolton,Mary F. Terhune,D,744,19.02%
Zoning Board of Appeals,Bolton,William Pike,R,884,22.60%
Zoning Board of Appeals,Bolton,Joshua Machnik,R,795,20.32%
Zoning Board of Appeals Alternate Full Term,Bolton,John B. Toomey Jr.,D,815,51.19%
Zoning Board of Appeals Alternate Full Term,Bolton,William Anderson,R,777,48.81%
Zoning Board of Appeals Alternate (To Fill Vacancy for Two Years),Bolton,Eric Loveland,D,689,44.60%
Zoning Board of Appeals Alternate (To Fill Vacancy for Two Years),Bolton,Tom Lyon,R,856,55.40%
Town Meeting Moderator,Bolton,John B. Toomey Jr.,D,685,42.65%
Town Meeting Moderator,Bolton,Thomas S. Fiorentino,R,921,57.35%
First Selectman,Bozrah,Glenn S. Pianka,D,446,100.00%
Selectman,Bozrah,William E. Ballinger III,D,303,51.79%
Selectman,Bozrah,Jeremy Tarasevich,R,282,48.21%
Town Treasurer,Bozrah,Diana M. Santo,D,314,56.78%
Town Treasurer,Bozrah,Diana M. Santo,R,239,43.22%
Board of Education Full Term,Bozrah,Michel R. Leask,D,356,35.71%
Board of Education Full Term,Bozrah,Lindsey M. LaFlash,D,333,33.40%
Board of Education Full Term,Bozrah,Jonathan Gilman,R,268,26.88%
Board of Education Full Term,Bozrah,Thomas Finn,WI,12,1.20%
Board of Education Full Term,Bozrah,Trisha Spinelli,WI,28,2.81%
Board of Finance,Bozrah,Raymond C. Barber,D,331,49.48%
Board of Finance,Bozrah,Stephen Seder,R,338,50.52%
Zoning Board of Appeals Five Year Term Begins 2023,Bozrah,Gregory Moore,D,314,54.70%
Zoning Board of Appeals Five Year Term Begins 2023,Bozrah,Justin A. LaPre,R,260,45.30%
Zoning Board of Appeals Alternate Five Year Term Begins 2023,Bozrah,M. Earl Lathrop,D,405,100.00%
